Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location
11/13/2012,11/15/2012,Stone Hollow Drive,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Stone Hollow Drive
Germantown, MD 20874"
11/13/2012,11/13/2012,Grist Mill Drive,Rockville,MD,20855,Comcast,,1,,,1,,,,,,,,Complaint,"Grist Mill Drive
Rockville, MD 20855"
11/13/2012,11/19/2012,Garden Way,Potomac,MD,20854,Comcast,,1,1,,,,,,,,,,Complaint,"Garden Way
Potomac, MD 20854"
11/13/2012,11/20/2012,Ardennes Avenue,Rockville,MD,20851,Comcast,,,,,,,,,,,1,,Complaint,"Ardennes Avenue
Rockville, MD 20851"
11/13/2012,11/13/2012,Delcris Drive,Gaithersburg,MD,20886,Comcast,,,1,,,,,,,,,,Complaint,"Delcris Drive
Gaithersburg, MD 20886"
11/13/2012,11/13/2012,Park Potomac Avenue,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Park Potomac Avenue
Potomac, MD 20854"
11/13/2012,11/13/2012,Sandy Court,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Sandy Court
Kensington, MD 20895"
11/13/2012,11/19/2012,P O Box 635,Silver Spring,MD,20918,Comcast,,,1,,,,,,,,,,Complaint,"P O Box 635
Silver Spring, MD 20918"
11/14/2012,11/21/2012,Dartmouth Avenue,Silver Spring,MD,20910,Verizon,1,,,,,,,,,,,,Complaint,"Dartmouth Avenue
Silver Spring, MD 20910"
11/14/2012,11/16/2012,Goldleaf Drive,Bethesda,MD,20817,Verizon,,,,,,,,,,,,,Complaint,"Goldleaf Drive
Bethesda, MD 20817"
11/15/2012,11/26/2012,Owls Nest Circle,Germantown,MD,20876,Verizon,,,,,,,,1,,,,,Complaint,"Owls Nest Circle
Germantown, MD 20876"
11/15/2012,11/18/2012,Avenel Farm Drive,Potomac,MD,20854,Comcast,,,,,,,,,,,1,,Complaint,"Avenel Farm Drive
Potomac, MD 20854"
11/16/2012,11/27/2012,Cushing Drive,Kensington,MD,20895,Verizon,,,,,,,,,,,1,,Complaint,"Cushing Drive
Kensington, MD 20895"
11/19/2012,11/19/2012,Whitaker Road,Poolesville,MD,20837,Comcast,1,,,,,,,,,,,,Complaint,"Whitaker Road
Poolesville, MD 20837"
11/19/2012,11/21/2012,Hunting Lane,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Hunting Lane
Rockville, MD 20850"
11/19/2012,11/20/2012,Falling Waters Circle,Germantown,MD,,Comcast,,,,,,,,,,,1,,Complaint,"Falling Waters Circle
Germantown, MD"
11/19/2012,11/28/2012,Brenish Drive,Gaithersburg,MD,20879,Comcast,,,,,,,,,,1,,,Complaint,"Brenish Drive
Gaithersburg, MD 20879"
11/19/2012,11/27/2012,Candlewood Road,Hanover,MD,21076,Comcast,,,,,,,,,,1,,,Complaint,"Candlewood Road
Hanover, MD 21076"
11/19/2012,11/20/2012,Reserve Champion Drive,Rockville,MD,20850,Comcast,,,1,,,,,,,,,,Complaint,"Reserve Champion Drive
Rockville, MD 20850"
11/19/2012,11/21/2012,Everton Street,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Everton Street
Silver Spring, MD 20906"
11/20/2012,12/5/2012,Tucker Lane,Ashton,MD,20861,Comcast,,,,,,1,,,,,,,Complaint,"Tucker Lane
Ashton, MD 20861"
11/20/2012,11/21/2012,Veirs Drive,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Veirs Drive
Rockville, MD 20850"
11/20/2012,12/3/2012,Inspiration Lane,Gaithersburg,MD,20878,RCN,,,,,,,,,,1,,,Complaint,"Inspiration Lane
Gaithersburg, MD 20878"
11/21/2012,12/11/2012,Gentle Way,Gaithersburg,MD,20886,Comcast,,,,,,,,1,,,,,Complaint,"Gentle Way
Gaithersburg, MD 20886"
11/21/2012,11/25/2012,Vandalia Drive,Rockville,MD,20853,Comcast,,,,1,1,,,,,,,,Complaint,"Vandalia Drive
Rockville, MD 20853"
11/23/2012,11/26/2012,Viers Mill Road,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Viers Mill Road
Rockville, MD 20853"
11/26/2012,11/28/2012,Peachstone Court,Silver Spring,MD,20905,Verizon,1,,,,,,,,,,,,Complaint,"Peachstone Court
Silver Spring, MD 20905"
11/26/2012,11/26/2012,Redgate Farms Court,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Redgate Farms Court
Rockville, MD 20850"
11/27/2012,11/28/2012,Westlake Terrace,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Westlake Terrace
Bethesda, MD 20817"
11/27/2012,11/29/2012,Calypso Lane,Gaithersburg,MD,20879,Comcast,,,,1,1,,,,,,,,Complaint,"Calypso Lane
Gaithersburg, MD 20879"
11/27/2012,11/29/2012,Briarwood Terrace,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Briarwood Terrace
Rockville, MD 20853"
11/27/2012,12/6/2012,Daniel Road,Chevy Chase,MD,20815,RCN,1,,,,,,,,,,,,Complaint,"Daniel Road
Chevy Chase, MD 20815"
11/27/2012,11/28/2012,Rosedale Avenue,Bethesda,MD,20814,Comcast,,,,,,,,,,1,,,Complaint,"Rosedale Avenue
Bethesda, MD 20814"
11/27/2012,12/12/2012,Canyon Road,Silver Spring,MD,20904,Comcast,,,,,1,,,,,,,,Complaint,"Canyon Road
Silver Spring, MD 20904"
11/28/2012,11/30/2012,Glenmoor Drive,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Glenmoor Drive
Chevy Chase, MD 20815"
11/28/2012,12/13/2012,Ivanhoe Street,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Ivanhoe Street
Silver Spring, MD 20902"
11/30/2012,12/3/2012,Spartan Road,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Spartan Road
Olney, MD 20832"
11/30/2012,12/18/2012,Broad Green Drive,Potomac,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"Broad Green Drive
Potomac, MD 20854"
11/30/2012,12/5/2012,Coquelin Terrace,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Coquelin Terrace
Chevy Chase, MD 20815"
11/30/2012,12/5/2012,Huntmaster Road,Gaithersburg,MD,20882,Comcast,,,,,,,,,1,,,,Complaint,"Huntmaster Road
Gaithersburg, MD 20882"
11/30/2012,12/11/2012,Cape Jasmine Way,Gaithersburg,MD,20879,Verizon,,,,,,,,,1,,,,Complaint,"Cape Jasmine Way
Gaithersburg, MD 20879"
11/30/2012,12/13/2012,Primrose Street,Chevy Chase,MD,20815,Verizon,,,,,,,,,,1,,,Complaint,"Primrose Street
Chevy Chase, MD 20815"
12/3/2012,12/3/2012,Chalet Drive,Germantown,MD,20874,Comcast,,,,,,,,,,,1,,Complaint,"Chalet Drive
Germantown, MD 20874"
12/3/2012,12/4/2012,Quick Fox Lane,Gaithersburg,MD,20882,Comcast,1,,,,,,1,,,,,,Complaint,"Quick Fox Lane
Gaithersburg, MD 20882"
12/4/2012,12/5/2012,Bradshaw Drive,Silver Spring,MD,20905,Comcast,1,,,,,,,,,,,,Complaint,"Bradshaw Drive
Silver Spring, MD 20905"
12/4/2012,12/6/2012,Bella Vista Drive,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Bella Vista Drive
Potomac, MD 20854"
12/4/2012,12/5/2012,Breckenridge Place,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Breckenridge Place
Montgomery Village, MD 20886"
12/4/2012,12/17/2012,Boiling Brook Place,Rockville,MD,20852,Verizon,,,1,,,,,,,,,,Complaint,"Boiling Brook Place
Rockville, MD 20852"
12/5/2012,12/6/2012,Eagle Nest Court,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Eagle Nest Court
Germantown, MD 20874"
12/5/2012,12/10/2012,Kentbury Way,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Kentbury Way
Bethesda, MD 20814"
12/5/2012,12/6/2012,Westchester Drive,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Westchester Drive
Silver Spring, MD 20902"
12/6/2012,12/10/2012,Merust Lane,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Merust Lane
Gaithersburg, MD 20879"
12/6/2012,12/6/2012,Glenallan Avenue,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Glenallan Avenue
Silver Spring, MD 20906"
12/7/2012,12/17/2012,Mullins Street,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"Mullins Street
Silver Spring, MD 20904"
12/10/2012,12/12/2012,Granite Ridge Drive,North Potomac,MD,20878,Comcast,1,1,,,,,,,,,,,Complaint,"Granite Ridge Drive
North Potomac, MD 20878"
12/10/2012,12/13/2012,Farnham Drive,Bethesda,MD,20814,Verizon,1,,,,,,,,,,,,Complaint,"Farnham Drive
Bethesda, MD 20814"
12/10/2012,12/18/2012,Woodcrest Drive,Rockville,MD,20853,Comcast,,,,,,,,,,,1,,Complaint,"Woodcrest Drive
Rockville, MD 20853"
12/11/2012,12/17/2012,Northrup Drive,Rockville,MD,20850,Verizon,1,,,,,,,,,,,,Complaint,"Northrup Drive
Rockville, MD 20850"
12/11/2012,12/12/2012,S Leisure World Blvd,Silver Spring,MD,20906,Comcast,,1,,,,,,,,,,,Complaint,"S Leisure World Blvd
Silver Spring, MD 20906"
12/11/2012,12/13/2012,Coniston Court,Potomac,MD,20854,Comcast,,1,1,,,,,,,,,,Complaint,"Coniston Court
Potomac, MD 20854"
12/11/2012,12/14/2012,Lake Landing Road,Montgomery Village,MD,20886,Comcast,,,,,,1,,,,,,,Complaint,"Lake Landing Road
Montgomery Village, MD 20886"
12/11/2012,12/12/2012,Overlea Drive,Rockville,MD,20850,Comcast,1,1,1,,1,,,,,,1,,Complaint,"Overlea Drive
Rockville, MD 20850"
12/12/2012,12/13/2012,Tall Forest Drive,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Tall Forest Drive
Germantown, MD 20876"
12/12/2012,1/4/2013,Heather Field Court,Laytonsville,MD,20882,Verizon,,,,,,,,1,,,,,Complaint,"Heather Field Court
Laytonsville, MD 20882"
12/13/2012,12/18/2012,Sleaford Road,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Sleaford Road
Bethesda, MD 20814"
12/13/2012,12/13/2012,Lisa Drive,Derwood,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Lisa Drive
Derwood, MD 20855"
12/13/2012,12/14/2012,Conway Road,Bethesda,MD,20817,Comcast,,1,1,1,1,,,,,,,,Complaint,"Conway Road
Bethesda, MD 20817"
12/13/2012,12/17/2012,Fordham Street,Rockville,MD,20850,Verizon,1,,,,,,,,,,,,Complaint,"Fordham Street
Rockville, MD 20850"
12/13/2012,12/27/2012,Leatherfern Terrace,Montgomery Village,MD,20886,Comcast,,,1,,,,,,,,,,Complaint,"Leatherfern Terrace
Montgomery Village, MD 20886"
12/13/2012,12/19/2012,Butternut Drive,Rockville,MD,20853,Verizon,,1,,,1,,,,,,,,Complaint,"Butternut Drive
Rockville, MD 20853"
12/13/2012,12/13/2012,Sentinel Drive,Bethesda,MD,20816,Comcast,,,,,,,,,,,1,,Complaint,"Sentinel Drive
Bethesda, MD 20816"
12/14/2012,12/17/2012,Sentinel Drive,Bethesda,MD,20816,Verizon,,,,,,,,,,,1,,Complaint,"Sentinel Drive
Bethesda, MD 20816"
12/14/2012,12/19/2012,Duke Court,Frederick,MD,21703,Comcast,1,,,,,,1,,,,,,Complaint,"Duke Court
Frederick, MD 21703"
12/17/2012,12/24/2012,Yeatman Terrace,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Yeatman Terrace
Silver Spring, MD 20902"
12/17/2012,12/27/2012,Manchester Road,Silver Spring,MD,20901,Verizon,1,,,,,,,,,,,,Complaint,"Manchester Road
Silver Spring, MD 20901"
12/17/2012,12/21/2012,Loch Lomond Drive,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Loch Lomond Drive
Bethesda, MD 20817"
12/18/2012,12/18/2012,East West Hwy,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"East West Hwy
Bethesda, MD 20814"
12/19/2012,12/20/2012,Autumn Branch Terrace,Boyds,MD,20841,Verizon,1,,,,,,,,,,,,Complaint,"Autumn Branch Terrace
Boyds, MD 20841"
12/19/2012,12/27/2012,Empire Lane,Rockville,MD,20852,Verizon,,,,,,1,,,,,,,Complaint,"Empire Lane
Rockville, MD 20852"
12/19/2012,12/20/2012,Forest Glen Road,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Forest Glen Road
Silver Spring, MD 20910"
12/19/2012,12/21/2012,Brandywine Street,Kensington,MD,20895,Verizon,,,,,,,,,,,1,,Complaint,"Brandywine Street
Kensington, MD 20895"
12/19/2012,12/21/2012,Lamberton Drive,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Lamberton Drive
Silver Spring, MD 20902"
12/21/2012,12/28/2012,Old Columbia Pike,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"Old Columbia Pike
Silver Spring, MD 20904"
12/21/2012,12/24/2012,Gist Avenue,Silver Spring,MD,20910,Verizon,1,,,,,,,,,,,,Complaint,"Gist Avenue
Silver Spring, MD 20910"
12/21/2012,12/21/2012,Friendship Blvd,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Friendship Blvd
Chevy Chase, MD 20815"
12/21/2012,12/28/2012,Cairncross Terrace,Silver Spring,MD,20906,Verizon,,1,,,,,,,,,,,Complaint,"Cairncross Terrace
Silver Spring, MD 20906"
12/21/2012,12/31/2012,Cushing Drive,Kensington,MD,20895,Verizon,,,,,,,,,,,1,,Complaint,"Cushing Drive
Kensington, MD 20895"
12/26/2012,12/28/2012,Dowlais Drive,Rockville,MD,20853,Verizon,,,,,,,,,,,1,,Complaint,"Dowlais Drive
Rockville, MD 20853"
12/26/2012,12/26/2012,Rosewood Drive,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Rosewood Drive
Bethesda, MD 20814"
12/26/2012,12/27/2012,Cape Jasmine Way,Gaithersburg,MD,20879,Comcast,1,,,,,,1,,,,,,Complaint,"Cape Jasmine Way
Gaithersburg, MD 20879"
12/26/2012,12/26/2012,Needwood Road,Derwood,MD,20855,Comcast,,,,,,,,,,,,,Complaint,"Needwood Road
Derwood, MD 20855"
12/26/2012,1/3/2013,Stonington Place,Silver Spring,MD,20902,Verizon,1,,,,,,1,,,,,,Complaint,"Stonington Place
Silver Spring, MD 20902"
12/26/2012,12/28/2012,Manor Stone Drive,Germantown,MD,20874,Comcast,,,,,,,1,,,,,,Complaint,"Manor Stone Drive
Germantown, MD 20874"
12/26/2012,12/26/2012,Wolfcreek Place,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Wolfcreek Place
Silver Spring, MD 20906"
12/26/2012,1/4/2013,Rutgers Street,Rockville,MD,20850,Comcast,,,,,1,,,,,,,,Complaint,"Rutgers Street
Rockville, MD 20850"
12/27/2012,12/28/2012,Montgomery Drive,Bethesda,MD,20814,Comcast,,,,,,,,,,1,,,Complaint,"Montgomery Drive
Bethesda, MD 20814"
12/27/2012,1/4/2013,Skylark Road,Clarksburg,MD,20871,Verizon,1,,,,,,1,,,,,,Complaint,"Skylark Road
Clarksburg, MD 20871"
12/27/2012,1/4/2013,Inwood Avenue,Silver Spring,MD,20902,RCN,1,,,,,,,,,,,,Complaint,"Inwood Avenue
Silver Spring, MD 20902"
12/27/2012,1/4/2013,16th Street,Silver Spring,MD,20910,Verizon,1,,,,,,,,,,,,Complaint,"16th Street
Silver Spring, MD 20910"
12/27/2012,1/3/2013,Owens Road,Brookeville,MD,20833,Verizon,,,,,,,1,,,,,,Complaint,"Owens Road
Brookeville, MD 20833"
12/28/2012,1/15/2013,Valleywood Drive,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Valleywood Drive
Silver Spring, MD 20906"
12/28/2012,12/31/2012,Framingham Drive,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Framingham Drive
Gaithersburg, MD 20879"
12/31/2012,1/2/2013,Rockville Pike,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Rockville Pike
Rockville, MD 20852"
12/31/2012,1/2/2013,Balmoral Drive,Silver Spring,MD,20903,Comcast,,,1,,,,,,,,,,Complaint,"Balmoral Drive
Silver Spring, MD 20903"
12/31/2012,12/31/2012,Snowbird Terrace,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Snowbird Terrace
Silver Spring, MD 20906"
1/2/2013,1/7/2013,Sugar Maple Court,Derwood,MD,20855,Comcast,,,,,,1,,,,,,,Complaint,"Sugar Maple Court
Derwood, MD 20855"
1/2/2013,1/3/2013,Wayne Avenue,Silver Spring,MD,20910,RCN,1,,,,,,,,,,,,Complaint,"Wayne Avenue
Silver Spring, MD 20910"
1/2/2013,1/8/2013,Cross Ridge Court,Germantown,MD,20874,Verizon,,,,,,1,,,,,,,Complaint,"Cross Ridge Court
Germantown, MD 20874"
1/2/2013,1/10/2013,Quebec Terrace,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Quebec Terrace
Silver Spring, MD 20903"
1/2/2013,1/3/2013,East West Hwy,Bethesda,MD,20814,Verizon,,,,,,,1,,,,,,Complaint,"East West Hwy
Bethesda, MD 20814"
1/2/2013,1/3/2013,Clavel Terrace,Rockville,MD,20853,Verizon,,1,1,,1,,,,,,1,,Complaint,"Clavel Terrace
Rockville, MD 20853"
1/2/2013,1/4/2013,Wooden Bridge Road,Potomac,MD,20854,Verizon,,,,,,,1,,,,,,Complaint,"Wooden Bridge Road
Potomac, MD 20854"
1/2/2013,1/4/2013,Crestfield Drive,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Crestfield Drive
Rockville, MD 20850"
1/3/2013,1/12/2013,Cloverbrooke Court,Potomac,MD,20854,Comcast,,,1,,,,,,,,,,Complaint,"Cloverbrooke Court
Potomac, MD 20854"
1/3/2013,1/3/2013,Hillard Street,Poolesville,MD,20837,Comcast,1,,,,,,,,,,,,Complaint,"Hillard Street
Poolesville, MD 20837"
1/3/2013,1/7/2013,Finegan Drive,Darnestown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Finegan Drive
Darnestown, MD 20874"
1/3/2013,1/10/2013,Highview Drive,Silver Spring,MD,20906,Verizon,,,,,,1,,,,,,,Complaint,"Highview Drive
Silver Spring, MD 20906"
1/3/2013,1/15/2013,Coleridge Drive,Silver Spring,MD,20902,Comcast,,,,,1,,,,,,,,Complaint,"Coleridge Drive
Silver Spring, MD 20902"
1/3/2013,1/4/2013,Cherry Grove Drive,Gaithersburg,MD,20878,Verizon,,,,,,,1,,,,,,Complaint,"Cherry Grove Drive
Gaithersburg, MD 20878"
1/3/2013,1/9/2013,Highview Drive,Silver Spring,MD,20906,Comcast,,,,,,1,,,,,,,Complaint,"Highview Drive
Silver Spring, MD 20906"
1/3/2013,1/3/2013,Chevy Chase Street,Gaithersburg,MD,20878,Comcast,,,,,1,,,,,,,,Complaint,"Chevy Chase Street
Gaithersburg, MD 20878"
1/4/2013,1/8/2013,S Leisure World Blvd,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"S Leisure World Blvd
Silver Spring, MD 20906"
1/4/2013,1/15/2013,Laurel Leaf Drive,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Laurel Leaf Drive
Potomac, MD 20854"
1/4/2013,1/22/2013,Navigator's Lane,North Potomac,MD,20878,Comcast,,,,,,,,1,,,,,Complaint,"Navigator's Lane
North Potomac, MD 20878"
1/4/2013,1/9/2013,Kuhl Road,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,1,,Complaint,"Kuhl Road
Silver Spring, MD 20902"
1/4/2013,1/7/2013,Bodmer Avenue,Poolesville,MD,20837,Comcast,1,,,,,,,,,,,,Complaint,"Bodmer Avenue
Poolesville, MD 20837"
1/4/2013,1/14/2013,Parliament Drive,Potomac,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"Parliament Drive
Potomac, MD 20854"
1/7/2013,1/7/2013,Treemont Way,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Treemont Way
Rockville, MD 20850"
1/7/2013,1/11/2013,University Blvd,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"University Blvd
Silver Spring, MD 20902"
1/7/2013,1/10/2013,13th Street,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"13th Street
Silver Spring, MD 20910"
1/8/2013,1/10/2013,Saddleview Drive,North Potomac,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Saddleview Drive
North Potomac, MD 20878"
1/8/2013,1/8/2013,Blackburn Lane,Burtonsville,MD,20866,Comcast,1,,,,,,,,,,,,Complaint,"Blackburn Lane
Burtonsville, MD 20866"
1/9/2013,1/15/2013,Copland Court,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"Copland Court
Silver Spring, MD 20904"
1/9/2013,1/10/2013,Native Dancer Place,Gaithersburg,MD,20878,Verizon,,,,,,1,,,,,,,Complaint,"Native Dancer Place
Gaithersburg, MD 20878"
1/9/2013,1/22/2013,Kent Oaks Way,Gaithersburg,MD,20878,Verizon,,,,,,,,,1,,,,Complaint,"Kent Oaks Way
Gaithersburg, MD 20878"
1/10/2013,1/14/2013,Old Bridge Road,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Old Bridge Road
Rockville, MD 20852"
1/10/2013,1/13/2013,Carrington Hill Drive,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Carrington Hill Drive
Gaithersburg, MD 20878"
1/10/2013,1/15/2013,Walking Crest Court,Silver Spring,MD,20906,Comcast,,,,,,,,,,1,,,Complaint,"Walking Crest Court
Silver Spring, MD 20906"
1/10/2013,1/11/2013,Atherton Drive,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Atherton Drive
Silver Spring, MD 20906"
1/10/2013,1/11/2013,Azalea Drive,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Azalea Drive
Rockville, MD 20850"
1/11/2013,1/14/2013,Artic Avenue,Rockville,MD,20853,Verizon,,,,,,,,,,,1,,Complaint,"Artic Avenue
Rockville, MD 20853"
1/11/2013,1/16/2013,Windbrooke Circle,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Windbrooke Circle
Gaithersburg, MD 20879"
1/14/2013,1/16/2013,Warfield Road,Laytonsville,MD,20882,Comcast,,,1,,,,,,,,,,Complaint,"Warfield Road
Laytonsville, MD 20882"
1/14/2013,2/1/2013,Fountain Valley Drive,Montgomery Village,MD,20886,Verizon,,,,,,,,,1,,,,Complaint,"Fountain Valley Drive
Montgomery Village, MD 20886"
1/14/2013,1/16/2013,Battery Lane,Bethesda,MD,20814,Verizon,,,,,,,,1,,,,,Complaint,"Battery Lane
Bethesda, MD 20814"
1/15/2013,1/16/2013,Native Dancer Place,Gaithersburg,MD,20878,Verizon,,,,,,1,,,,,,,Complaint,"Native Dancer Place
Gaithersburg, MD 20878"
1/15/2013,1/18/2013,Gambrill Road,Springfield,VA,22153,Comcast,1,,,,,,,,,,,,Complaint,"Gambrill Road
Springfield, VA 22153"
1/15/2013,1/15/2013,Windermere Circle,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Windermere Circle
Rockville, MD 20852"
1/15/2013,1/15/2013,Farnham Drive,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Farnham Drive
Bethesda, MD 20814"
1/15/2013,1/18/2013,Springfield Drive,Bethesda,MD,20816,Comcast,1,,,,,,,,,,,,Complaint,"Springfield Drive
Bethesda, MD 20816"
1/15/2013,1/15/2013,Allspice Drive,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Allspice Drive
Germantown, MD 20874"
1/15/2013,1/16/2013,Faber Court,Gaithersburg,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Faber Court
Gaithersburg, MD 20886"
1/15/2013,1/16/2013,Cody Drive,Silver Spring,MD,20902,RCN,1,,,,,,,,,,,,Complaint,"Cody Drive
Silver Spring, MD 20902"
1/16/2013,1/22/2013,Ashley Drive,Rockville,MD,20852,Comcast,,,1,,,,,,,,1,,Complaint,"Ashley Drive
Rockville, MD 20852"
1/17/2013,1/18/2013,Churchill Ridge Circle,Gaithersburg,MD,20874,Verizon,,,,,,1,,,,,,,Complaint,"Churchill Ridge Circle
Gaithersburg, MD 20874"
1/18/2013,1/29/2013,Lochness Circle,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Lochness Circle
Olney, MD 20832"
1/18/2013,1/29/2013,Horizon Terrace,Rockville,MD,20855,Comcast,,1,1,,1,,,,,,,,Complaint,"Horizon Terrace
Rockville, MD 20855"
1/18/2013,1/24/2013,Rocky Gorge Court,Silver Spring,MD,20905,Verizon,,,,,,,,1,,,,,Complaint,"Rocky Gorge Court
Silver Spring, MD 20905"
1/22/2013,1/25/2013,Lily Pond Court,Rockville,MD,20852,Verizon,1,,,,,,,,,,,,Complaint,"Lily Pond Court
Rockville, MD 20852"
1/22/2013,1/25/2013,Sacks Street,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Sacks Street
Silver Spring, MD 20910"
1/22/2013,1/24/2013,Ellsworth Drive,Silver Spring,MD,20910,Comcast,,,,1,1,,,,,,,,Complaint,"Ellsworth Drive
Silver Spring, MD 20910"
1/22/2013,1/22/2013,Esworthy Road,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Esworthy Road
Germantown, MD 20874"
1/22/2013,1/23/2013,Taylor Court,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Taylor Court
Silver Spring, MD 20904"
1/22/2013,1/25/2013,Willow Tree Terrace,Rockville,MD,20850,Verizon,1,,,,,,,,,,,,Complaint,"Willow Tree Terrace
Rockville, MD 20850"
1/23/2013,1/24/2013,Ovservation Court,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Ovservation Court
Germantown, MD 20876"
1/23/2013,1/25/2013,Democracy Lane,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Democracy Lane
Potomac, MD 20854"
1/23/2013,1/23/2013,Pemberton Street,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Pemberton Street
Bethesda, MD 20817"
1/23/2013,1/24/2013,Folk Street,Silver Spring,MD,20902,RCN,,,,,,1,,,,,,,Complaint,"Folk Street
Silver Spring, MD 20902"
1/23/2013,1/29/2013,Kelley Farm Drive,Darnestown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Kelley Farm Drive
Darnestown, MD 20874"
1/24/2013,1/25/2013,Stoney Bottom Road,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Stoney Bottom Road
Germantown, MD 20874"
1/24/2013,2/24/2013,Ambler Drive,Kensington,MD,20895,Comcast,,,,,,,,,,1,,,Complaint,"Ambler Drive
Kensington, MD 20895"
